RegioNaam;RegioCode;AmsterdamseCode;OuderRegioNaam;OuderRegioCode;Kiesgerechtigden;Opkomst;OngeldigeStemmen;BlancoStemmen;GeldigeStemmen;Rooms-Katholieke Staatspartij (RKSP);Sociaal-Democratische Arbeiderspartij (SDAP);Anti-Revolutionaire Partij;Christelijk-Historische Unie;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;Staatkundig Gereformeerde Partij (SGP);Revolutionair-Socialistische Partij (RSP);Plattelandersbond;Rooms-Katholieke Volkspartij (RKVP);Christelijk-Democratische Unie;HGSP;VNH;Onafhankelijk Socialistische Partij;Katholiek Democratische Bond;Algemeen Nederlandse Fascistenbond;Democratische Partij;Nationaal Verbond Plicht, Orde, Recht;Nederlandse Christelijke Arbeiderspartij;Limburgsche Federatie;Verbond van Nationalisten;Roomsch-Katholieke Arbeiderspartij (RKAP);Recht en Vrijheid;Marktkooplieden;Lijst Wolswinkel;Onafhankelijke Zakenlui;Nationaal-Socialistische Partij;Nederlandsche Fascisten Unie;Lijst Jacobs;RK Bouwvakarbeiders;Handeldrijvende Middenstand;Volkswelvaartspartij;Bond van Belastingbetalers;Lijst Eijking;Nieuwe Socialistische Partij;Lijst Engels;Hoofd- en handarbeiders;Nationaal Verbond voor Arbeidersbelangen;Lijst Bongers;Lijst De Wit;Voor Algemeen Welzijn;Zuiderzee Partij;Algemeene Nederlandse Huurdersbond;Oranjefascisten;Universeele Partij;Nationale Werkliedenpartij;Anti-crisis Partij;Proletarische Groep;Centrale Democratische Arbeiderspartij;Lijst Triesscheijn;Opbouw en Verbroedering;Algemeene Arbeidersbond;Lijst Groothuis
Oud-Valkenburg;G1140;10868;Limburg;P31;531;516;10;3;503;310;13;;3;;;;3;;3;8;1;1;1;;29;4;7;1;2;115;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;
Oud-Vossemeer;G0696;10134;Zeeland;P29;1156;1075;9;14;1052;251;56;236;225;70;27;1;136;2;16;1;5;11;3;2;1;;2;3;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ouwerkerk;G1148;10968;Zeeland;P29;377;342;7;7;328;1;119;33;8;71;41;;26;;24;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Overasselt;G0271;10952;Gelderland;P25;1221;1162;2;7;1153;1097;1;3;20;3;1;3;2;2;7;8;;;;;;1;2;;;;;;;;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;
Overschie;G1149;10683;Zuid-Holland;P28;3977;3816;76;140;3600;488;560;627;1006;301;117;111;95;9;29;15;15;17;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Overslag;G0697;10730;Zeeland;P29;129;127;3;10;114;41;2;1;1;;;;10;;1;1;;;;;2;;1;1;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ovezande;G0698;11422;Zeeland;P29;645;632;6;7;619;474;3;17;88;10;3;;3;;8;2;1;;1;;6;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pannerden;G0272;10518;Gelderland;P25;638;563;0;6;557;510;8;4;;;3;2;;;1;28;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papekop;G1151;11244;Zuid-Holland;P28;196;187;1;2;184;59;2;47;28;3;;;24;;16;;1;;;;;2;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
Papendrecht;G0590;10427;Zuid-Holland;P28;2496;2153;24;53;2076;20;572;784;129;83;41;6;273;6;52;1;3;1;4;5;3;63;6;9;1;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peize;G0124;10501;Drenthe;P22;1250;1282;20;53;1209;17;407;116;27;94;89;114;2;22;189;2;58;;6;11;;3;33;;;;3;8;;;5;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
Pernis;G1152;11245;Zuid-Holland;P28;2202;2106;24;23;2059;20;251;730;815;78;8;19;103;5;15;1;2;2;1;3;;2;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peursum;G1154;10391;Zuid-Holland;P28;224;213;1;4;208;;15;106;19;36;3;;25;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Philippine;G0699;10486;Zeeland;P29;464;427;12;18;397;288;43;3;6;;1;1;9;;14;;2;;1;5;17;;6;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piershil;G0591;10179;Zuid-Holland;P28;476;410;3;8;399;1;71;78;22;41;7;3;122;;32;2;1;10;1;;;1;2;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pijnacker;G0594;10031;Zuid-Holland;P28;2660;2572;22;48;2502;814;208;326;586;82;33;2;218;2;143;;7;44;6;8;7;6;2;;3;;;1;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;
Poederoijen;G1155;10135;Gelderland;P25;610;509;5;7;497;;48;169;39;22;8;;170;1;3;2;1;19;5;2;1;2;1;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polsbroek;G0338;10993;Utrecht;P26;462;436;1;3;432;70;13;156;17;8;2;1;79;1;66;;1;14;;;;;;;;;;;1;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
Poortugal;G0592;11395;Zuid-Holland;P28;1465;1241;4;46;1191;89;306;255;156;184;14;1;47;1;29;4;21;;5;15;;54;1;2;1;;;3;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Poortvliet;G0700;11181;Zeeland;P29;911;800;10;14;776;5;28;139;106;32;13;;389;2;9;;1;29;14;1;1;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posterholt;G0956;10456;Limburg;P31;811;761;21;22;718;625;15;1;3;;3;1;3;;2;;1;;34;;16;;;;;6;;;1;;;;;;6;;;;;;;;;;1;;;;;;;;;;;;;;
Princenhage;G1156;10762;Noord-Brabant;P30;5390;5217;119;71;5027;4294;289;37;67;35;29;8;43;1;1;13;3;3;15;5;14;19;10;;2;;2;93;1;5;5;;;;;33;;;;;;;;;;;;;;;;;;;;;;;
Purmerend;G0439;11066;Noord-Holland;P27;3512;3374;28;30;3316;865;923;193;70;217;548;140;8;7;103;69;17;;28;57;6;7;9;36;;;4;;;;;;;;;;;;;3;;;;;;4;;2;;;;;;;;;;;
Putte;G0833;10099;Noord-Brabant;P30;624;578;25;6;547;378;68;5;12;8;;1;7;;3;35;1;;;2;;1;1;;10;;;3;;1;2;;;;;9;;;;;;;;;;;;;;;;;;;;;;;
Putten;G0273;11109;Gelderland;P25;3736;3504;25;98;3381;87;306;708;1568;48;35;15;488;7;23;1;18;9;20;2;2;3;8;2;6;;;2;1;;12;;5;;;;;;4;;;;;;;;1;;;;;;;;;;;;
Puttershoek;G0593;10222;Zuid-Holland;P28;1187;1067;11;23;1033;30;213;237;237;117;24;10;113;2;30;;;2;2;2;2;1;3;3;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Raalte;G0177;10279;Overijssel;P23;4685;4459;23;27;4409;3043;309;83;674;70;101;6;19;3;38;18;2;;6;7;3;;6;;3;;3;;2;;4;;;9;;;;;;;;;;;;;;;;;;;;;;;;;
Raamsdonk;G0834;11391;Noord-Brabant;P30;3348;2884;31;30;2823;1912;112;109;452;23;12;1;140;1;3;13;1;8;2;3;1;9;3;;1;;;1;;2;1;;;;;13;;;;;;;;;;;;;;;;;;;;;;;
Rauwerderhem;G0087;10330;Fryslân;P21;1519;1431;16;10;1405;186;533;173;62;99;257;12;;1;12;1;52;;1;6;;4;5;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ravenstein;G0835;10805;Noord-Brabant;P30;1207;1152;4;5;1143;1086;8;2;8;1;2;6;3;;2;1;;;2;2;3;1;5;;3;;;1;;1;;;6;;;;;;1;;;1;;;;;;;;;;;;;;;;;
Reek;G1158;10671;Noord-Brabant;P30;516;507;3;1;503;500;;;;;;;;;;;;;;;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reeuwijk;G0595;10485;Zuid-Holland;P28;2078;1974;15;36;1923;565;279;402;153;212;27;6;141;;65;1;11;7;5;34;;3;1;4;1;;;1;;;2;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
Renesse;G1159;10412;Zeeland;P29;387;348;4;3;341;3;62;32;48;129;23;1;24;;5;;;1;;2;2;1;2;1;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Renkum;G0274;11325;Gelderland;P25;9903;9384;125;221;9038;1683;1713;1735;1288;1093;451;152;238;14;13;9;77;280;94;31;8;55;24;26;4;;;10;9;;4;;11;;;;;;4;;;;;;;;2;;;10;;;;;;;;;
Renswoude;G0339;10269;Utrecht;P26;838;839;11;77;751;15;67;288;124;40;6;1;115;;43;1;1;8;3;1;1;5;;;;;;;;;29;;;;;;;1;1;;;;;;;;;;;1;;;;;;;;;
Retranchement;G0701;10400;Zeeland;P29;378;355;3;9;343;7;131;50;24;89;24;;6;;3;;;;1;3;;1;;1;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reusel;G0836;10162;Noord-Brabant;P30;863;859;3;4;852;829;8;1;2;;2;;;;;5;;;;;1;;1;1;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Rheden;G0275;11355;Gelderland;P25;13712;13033;157;434;12442;1867;3766;1597;2617;1371;364;100;45;18;43;29;51;108;230;37;9;37;56;6;3;;;28;13;;11;;15;;;;;;6;;;;;;;;2;;;13;;;;;;;;;
Rhenen;G0340;10309;Utrecht;P26;3949;3678;43;114;3521;36;1163;449;725;159;66;12;728;5;24;5;4;55;16;2;3;8;6;3;8;;6;2;3;;15;;;9;;;;3;3;;;;;;;;;2;;1;;;;;;;;;
Rhoon;G0596;10903;Zuid-Holland;P28;1214;1155;6;17;1132;143;127;277;414;53;3;3;42;;29;10;3;;1;2;;22;;1;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ridderkerk;G0597;10646;Zuid-Holland;P28;7015;6615;84;160;6371;41;1229;1810;959;560;89;23;1377;13;34;2;42;34;27;13;3;71;10;10;5;;;7;4;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Riethoven;G0837;10455;Noord-Brabant;P30;323;320;1;0;319;318;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rietveld;G1160;10828;Zuid-Holland;P28;317;282;5;1;276;60;14;56;59;10;3;1;35;;11;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rijckholt;G1165;10824;Limburg;P31;170;163;0;0;163;111;2;3;;;;;;;;1;;;;;;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rijnsaterwoude;G0601;11129;Zuid-Holland;P28;306;275;1;1;273;101;24;25;38;10;4;3;44;;20;;;3;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
Rijnsburg;G0602;11118;Zuid-Holland;P28;1972;1875;40;18;1817;59;34;897;486;1;3;2;20;1;13;1;7;231;2;4;;1;2;3;45;;1;;1;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;
Rijsbergen;G0841;10866;Noord-Brabant;P30;1117;1067;20;17;1030;969;11;6;2;4;2;;11;;2;4;2;2;;;4;;;;;;;1;;3;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;
Rijssen;G0178;10358;Overijssel;P23;4555;3945;65;113;3767;470;358;888;149;78;69;6;1625;4;4;23;14;18;15;7;4;;7;7;1;;10;;2;;1;;;7;;;;;;;;;;;;;;;;;;;;;;;;;
Rijswijk;G0603;11133;Zuid-Holland;P28;9006;8523;58;204;8261;2060;1240;1391;637;1149;676;97;80;18;31;13;26;141;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rijswijk (NB);G0842;11016;Noord-Brabant;P30;345;311;3;1;307;;26;108;147;3;1;2;9;;2;;;3;;2;;5;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
Rilland-Bath;G0702;10479;Zeeland;P29;1088;1012;25;5;982;132;77;130;329;73;20;1;170;4;11;2;4;4;6;8;2;3;2;1;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ritthem;G1163;10652;Zeeland;P29;352;332;5;2;325;1;4;78;202;3;;1;29;;;;;;1;1;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rockanje;G0598;10464;Zuid-Holland;P28;1524;1354;28;56;1270;5;221;207;69;110;112;156;6;1;270;3;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roden;G0125;10699;Drenthe;P22;2572;2417;18;47;2352;1;564;474;224;227;274;124;3;16;219;4;106;17;4;13;;4;57;;;;1;5;5;;3;;;;;;;;;;;;;;;;;;;;;;;7;;;;;
Roermond;G0957;11313;Limburg;P31;7948;7515;116;460;6939;4748;834;66;63;55;82;36;38;14;5;46;9;13;387;22;370;18;38;4;12;10;11;;7;;;;;;36;;;;;;;;;;15;;;;;;;;;;;;;;
Roggel;G0958;10505;Limburg;P31;984;942;7;7;928;893;5;;1;;;;4;;;3;1;1;2;;1;;;;2;13;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;
Rolde;G0126;10470;Drenthe;P22;1597;1528;23;26;1479;7;386;145;17;195;85;2;1;2;562;5;17;2;2;5;;7;19;3;;;3;6;6;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Roosendaal en Nispen;G0838;10407;Noord-Brabant;P30;10878;10383;151;287;9945;6474;962;100;148;59;48;21;136;7;14;1135;37;11;7;4;351;28;35;;21;;13;17;8;13;4;;;;;292;;;;;;;;;;;;;;;;;;;;;;;
Roosteren;G0959;10954;Limburg;P31;535;492;9;11;472;286;16;2;2;;;2;3;;;1;2;;1;;4;;;;;130;;;2;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;
Rosmalen;G0839;10970;Noord-Brabant;P30;2166;1954;16;38;1900;1729;54;8;9;11;4;1;4;2;5;10;;;1;;6;1;1;;8;;1;2;;21;1;;10;;;;;;1;;;8;;;;;;;;;;;;;;;;;
Rossum;G0276;10860;Gelderland;P25;766;693;8;8;677;224;98;81;47;48;29;14;28;1;79;1;8;4;1;;;;7;;;;4;;;;;;1;;;;;;;;2;;;;;;;;;;;;;;;;;;
Rotterdam;G0599;10345;Zuid-Holland;P28;311322;291569;10710;15621;265238;40896;90082;34455;16532;27882;7995;12103;6855;6438;264;812;1060;2704;2720;4311;1562;2538;733;930;153;;295;426;126;;42;529;105;;;;1123;;114;;;;180;551;;;29;;294;;;227;;;;49;;97;
Rozenburg;G0600;11314;Zuid-Holland;P28;1310;1230;5;6;1219;4;44;415;484;94;16;;32;4;43;2;4;3;;1;;8;1;1;56;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rozendaal;G0277;10684;Gelderland;P25;219;193;2;9;193;4;21;20;32;74;19;1;;0;3;0;2;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rucphen;G0840;11152;Noord-Brabant;P30;3140;3022;71;8;2943;2645;69;6;5;4;1;7;81;;5;48;6;2;4;5;8;1;5;;5;;;5;1;3;3;;;;;24;;;;;;;;;;;;;;;;;;;;;;;
Ruinen;G0127;10629;Drenthe;P22;2243;2082;31;58;1993;6;504;345;141;439;268;10;7;3;188;4;13;4;3;5;;6;17;4;;;4;6;8;;2;;;;;;;;;;;;;;;;;;;;;;;6;;;;;
Ruinerwold;G0128;10944;Drenthe;P22;1461;1390;13;15;1362;2;160;388;115;339;209;2;2;;115;2;5;1;1;1;;2;1;2;;;6;;6;;1;;;;;;;;;;;;;;;;;;;;;;;2;;;;;
Ruurlo;G0278;10879;Gelderland;P25;2188;2070;46;64;1960;427;353;117;25;220;189;6;4;;512;8;15;1;10;9;4;4;5;1;6;;;7;4;;26;;6;;;;;;;;;;;;;;1;;;;;;;;;;;;
Ruwiel;G1164;10526;Utrecht;P26;286;260;2;3;255;60;4;59;19;;;;56;;18;;;37;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Sambeek;G1167;10339;Noord-Brabant;P30;1131;1127;1;4;1122;1081;;4;13;4;;1;2;;1;5;;;;;1;2;;;5;;;2;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
Sappemeer;G1168;10080;Groningen;P20;3565;3304;62;141;3101;299;885;365;84;131;458;524;5;18;29;21;24;2;6;16;4;8;163;1;6;;9;;40;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
Sas van Gent;G0704;11405;Zeeland;P29;1384;1300;33;33;1234;619;363;37;25;103;26;13;6;;;3;2;3;3;7;16;3;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sassenheim;G0604;10612;Zuid-Holland;P28;2395;2282;10;17;2255;1076;108;553;321;30;38;2;57;2;6;17;17;9;7;1;2;2;;;3;;;1;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
Schaesberg;G0960;11335;Limburg;P31;2829;2764;75;126;2563;1436;494;39;78;;12;91;9;2;5;157;11;;18;4;104;3;10;1;4;67;1;;;;;;;;16;;;;;;;;;;1;;;;;;;;;;;;;;
Schagen;G0441;10511;Noord-Holland;P27;2303;2160;23;55;2082;489;600;61;38;126;619;22;3;3;20;9;26;11;9;5;4;2;11;10;;;6;;1;;;;;;;;;;;5;;;;;;2;;;;;;;;;;;;;
Schaijk;G0843;10276;Noord-Brabant;P30;931;895;5;4;886;873;;;1;;;;1;;2;;;;;;1;;;;1;;;;;;;;5;;;;;;2;;;;;;;;;;;;;;;;;;;;
Schalkwijk;G1169;10378;Utrecht;P26;681;648;6;2;640;544;5;26;26;4;;2;17;;5;;1;3;1;1;;;1;;;;;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;
Scheemda;G0039;10711;Groningen;P20;3512;3292;21;72;3199;19;939;713;613;162;369;209;2;3;34;6;18;24;3;9;3;11;35;8;3;;12;;3;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
Schellinkhout;G0442;10772;Noord-Holland;P27;323;307;0;3;304;21;76;2;8;92;38;1;;2;59;;;;;;1;1;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;
Schelluinen;G0605;11399;Zuid-Holland;P28;216;204;2;4;198;;55;40;1;7;3;;50;;37;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schermerhorn;G0443;10308;Noord-Holland;P27;569;541;8;6;527;144;141;74;6;44;60;4;4;4;31;;2;6;;;1;1;;;;;3;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;
Scherpenisse;G0705;10375;Zeeland;P29;789;663;11;16;636;1;92;35;34;86;19;1;329;;6;;1;17;8;4;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scherpenzeel;G0279;11146;Gelderland;P25;949;873;12;4;857;1;127;194;245;48;5;1;76;;93;3;;5;8;;;2;5;1;;;;2;;;36;;;;;;;;3;;;;;;;;1;;;1;;;;;;;;;
Schiebroek;G1170;11306;Zuid-Holland;P28;2645;2532;33;179;2320;366;416;418;313;307;149;22;51;17;11;4;14;35;110;12;13;40;2;6;2;;5;2;1;;1;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;
Schiedam;G0606;11260;Zuid-Holland;P28;28893;27824;370;840;26614;6696;6748;3372;3348;1720;894;1243;641;73;25;21;69;68;262;327;50;250;71;45;35;;;607;18;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schiermonnikoog;G0088;10355;Fryslân;P21;436;392;1;3;388;8;83;103;44;29;104;2;;;;1;;3;;;;;8;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schijndel;G0844;11178;Noord-Brabant;P30;3645;3492;17;28;3447;3218;110;4;17;1;1;;2;;5;15;;;6;;9;3;5;;3;;;;;24;1;;21;;;;;;;;;5;;;;;;;;;;;;;;;;;
Schimmert;G0961;11076;Limburg;P31;799;787;7;2;778;724;5;1;2;;;2;1;;;13;;1;;1;3;3;1;1;;16;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
Schin op Geul;G1171;10780;Limburg;P31;659;644;9;12;623;503;8;2;1;1;;2;2;;1;3;2;;;;46;1;2;;;47;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;
Schinnen;G0962;10132;Limburg;P31;1577;1514;15;23;1476;1325;42;7;4;1;6;7;7;;5;11;1;1;2;2;12;1;2;;;16;4;;3;;;;;;15;;;;;;;;;;2;;;;;;;;;;;;;;
Schinveld;G0963;10492;Limburg;P31;1086;1054;16;24;1014;861;50;8;9;;;14;9;;1;17;2;;2;3;20;1;;;1;9;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;
Schipluiden;G0607;10130;Zuid-Holland;P28;1595;1555;6;12;1537;890;44;261;242;17;2;10;26;2;5;1;;25;;;7;1;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoondijke;G0706;10189;Zeeland;P29;1085;1007;34;19;954;121;156;206;42;284;73;3;28;;9;;2;;;7;6;3;2;;;;2;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoonebeek;G0129;10064;Drenthe;P22;1516;1399;12;32;1355;411;168;268;296;132;26;3;2;;13;3;4;1;1;2;;1;4;;;;2;14;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
Schoonhoven;G0608;10980;Zuid-Holland;P28;2469;2389;23;48;2318;378;426;679;289;75;217;6;152;3;14;7;16;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoonrewoerd;G0609;10214;Zuid-Holland;P28;500;453;1;9;443;7;30;178;24;18;3;1;136;1;27;;1;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoorl;G0444;10627;Noord-Holland;P27;1280;1215;7;19;1189;327;351;54;19;78;247;26;;4;50;1;2;1;6;9;;;2;3;;;4;;1;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;
Schore;G1172;10544;Zeeland;P29;476;445;13;6;426;46;47;83;132;18;27;3;42;;9;2;;2;6;1;1;;1;3;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schoterland;G1174;10680;Fryslân;P21;9317;8542;96;313;8133;210;2101;1338;914;398;855;1212;26;92;133;7;351;145;13;181;6;5;56;9;5;;21;;46;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;
Serooskerke (Schouwen);G1175;11014;Zeeland;P29;141;136;4;2;130;2;47;13;22;19;13;;8;;1;1;;;;2;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serooskerke (Walcheren);G1176;11256;Zeeland;P29;847;802;8;2;792;5;7;497;198;3;9;2;61;;;1;2;1;1;;;;2;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sevenum;G0964;10045;Limburg;P31;1318;1287;4;3;1280;1269;;2;;;;;2;;;3;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;1;;;;;;;;;;;;;;
's-Graveland;G0390;10534;Noord-Holland;P27;853;798;7;9;782;136;83;152;257;33;15;2;57;2;6;;6;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Gravendeel;G0517;10052;Zuid-Holland;P28;2405;2226;84;35;2107;4;460;607;463;264;38;3;133;4;41;4;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Gravenhage;G0518;11434;Zuid-Holland;P28;248839;238511;3669;9332;225510;40483;61805;29799;15029;24853;12418;10196;1821;1874;749;506;767;8589;6625;1212;2175;2831;561;780;;;346;1223;125;85;;;165;436;;;;;;;;;;;;;57;;;;;;;;;;;;
's-Gravenmoer;G0787;10469;Noord-Brabant;P30;742;575;5;6;564;19;8;276;143;33;10;;36;2;15;;1;2;4;;1;5;2;2;;;2;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Gravenpolder;G0666;11059;Zeeland;P29;601;541;1;22;518;67;11;96;144;22;12;;152;;2;;2;2;2;2;1;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Gravenzande;G0519;10640;Zuid-Holland;P28;3442;3333;43;56;3234;148;547;833;831;222;53;26;252;3;214;5;4;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Heer Abtskerke;G0669;10337;Zeeland;P29;210;200;0;1;199;26;7;31;84;26;5;;6;;11;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Heer Arendskerke;G0670;10875;Zeeland;P29;2039;1928;21;23;1884;335;46;540;643;146;11;3;89;1;14;3;7;3;3;6;2;;9;3;;;9;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Heerenhoek;G0671;10721;Zeeland;P29;608;581;1;4;576;524;1;12;23;3;;;7;;1;;1;;;;;;3;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
's-Hertogenbosch;G0796;10054;Noord-Brabant;P30;20512;19265;159;540;18566;12637;1799;334;371;231;251;54;48;129;7;112;;20;49;12;391;95;65;27;56;;17;31;10;1707;12;;50;;;;;;16;;;35;;;;;;;;;;;;;;;;;
Sijbekarspel;G0447;11167;Noord-Holland;P27;687;641;2;5;634;222;108;4;9;100;132;4;;1;48;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Simpelveld;G0965;10515;Limburg;P31;1520;1471;24;63;1384;960;79;5;11;1;4;10;10;3;3;28;2;;1;2;115;3;4;3;;133;2;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;
Sint Annaland;G0708;11200;Zeeland;P29;1420;1174;26;32;1116;6;119;236;56;64;11;4;521;1;21;2;;29;21;7;1;1;8;3;;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Geertruid;G0966;10288;Limburg;P31;432;412;0;1;411;322;2;;;;;2;;;1;1;;;;;;1;5;;;75;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;
Sint Jansteen;G0709;10864;Zeeland;P29;1401;1324;35;21;1268;662;87;9;5;5;1;2;22;;4;3;1;2;3;2;10;3;14;1;;;429;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Kruis;G1178;10235;Zeeland;P29;252;244;2;6;236;138;24;23;5;7;25;;;;8;1;3;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Laurens;G1179;10106;Zeeland;P29;657;632;2;9;621;11;11;269;190;33;33;1;61;;5;;;;3;;1;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Maarten;G0445;10740;Noord-Holland;P27;708;654;0;9;645;101;189;119;5;;170;23;;6;9;7;1;;;6;;;;;;;1;;;;;;;;;;;;;4;;;;;;3;;3;;;;;;;;;;;
Sint Maartensdijk;G0711;10716;Zeeland;P29;1533;1315;20;48;1247;2;232;142;57;89;24;6;532;;48;4;;46;30;15;1;2;12;2;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sint Odiliënberg;G0967;10278;Limburg;P31;569;540;1;12;527;472;17;1;;;;1;5;;;1;;1;10;;6;3;;1;;6;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;
