Year,OuderRegioNaam,Unnamed: 0,Kiesgerechtigden,Opkomst,OngeldigeStemmen,BlancoStemmen,GeldigeStemmen,VVD,PVV (Partij voor de Vrijheid),CDA,Democraten 66 (D66),GROENLINKS,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Partij voor de Dieren,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,Forum voor Democratie,Volt,JA21,BBB,BIJ1,Piratenpartij,Rooms-Katholieke Staatspartij (RKSP),Sociaal-Democratische Arbeiderspartij (SDAP),Anti-Revolutionaire Partij,Liberale Unie,CHU 1,Vrijzinnig-Democratische Bond (VDB),CHU 2,Vrijheidsbond 1,Vrijheidsbond 2,Communistische Partij van Nederland,HGSP,Christelijk-Historische Unie,Liberale Staatspartij (LSP),Rooms-Katholieke Volkspartij (RKVP),Plattelandersbond,Christelijk-Democratische Unie,Nationaal-Socialistische Beweging (NSB),Katholieke Volkspartij (KVP),Partij van de Vrijheid,Overig,Lijst Welter,Katholieke Nationale Partij,Gereformeerd Politiek Verbond (GPV),Pacifistisch-Socialistische Partij (PSP),Boeren Partij,Democratisch Socialisten '70,Politieke Partij Radikalen (PPR),Nederlandse Middenstands Partij,Rooms Katholieke Partij Nederland (RKPN),Reformatorische Politieke Federatie (RPF),Evangelische Volkspartij,CP,Centrumdemocraten,GL,De Groenen,Algemeen Ouderen Verbond (AOV),Ouderen Unie 55+,Lijst Pim Fortuyn,LN,Verenigde Senioren Partij,ETnNL,TROTS op Nederland Lijst Rita Verdonk,Rechts,Midden ,Links,One issue,Totaal,Man,Vrouw,-20,20-45,45-65,65-80,85,Ongehuwd,Gehuwd,Weduwe,gescheiden,%tov totaal
,Zeeland,3616,285050,230866,0,300,230566,29815,12839,64615,2490,0,35651,41878,11737,4502,0,18005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741,0,0,0,0,0,325,1163,0,61822,78842,84270,4827,380186,188208,191978,90691,118260,106241,46806,18188,155085,178812,22724,23565,2%
,Zuid-Holland,19176,2579607,2041747,0,3880,2037867,329079,146784,491769,47566,0,291942,417176,88885,43793,0,51093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87428,0,0,0,0,0,1523,27073,0,554029,628220,796546,45316,3458875,1703562,1755313,841579,1239865,889281,355911,132239,1618138,1417855,238329,184553,23%
2010,Drenthe,1957,380106,290420,388,206,289826,55630,37807,40079,15036,16992,28400,75850,12523,3162,0,1340,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,96332,67875,121242,3162,490981,242778,248203,116341,141821,145440,64969,22410,205495,224521,30535,30430,3%
,Flevoland,1334,275347,202814,429,175,202210,49468,32825,21433,11039,11345,17295,38358,9884,2747,0,4993,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469,88755,42634,66998,2747,387881,194185,193696,110768,136831,103026,28476,8780,188946,157430,28726,12779,2%
,Fryslân,6675,496269,382768,514,316,381938,59139,43416,69394,18025,23866,43868,94728,19507,4151,0,2195,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451,106201,107272,162462,4151,646305,322911,323394,157821,200356,181336,79354,27438,293344,277261,39411,36289,4%
,Gelderland,11817,1523256,1176534,1765,875,1173894,228168,158832,183827,77406,77558,113636,219906,49661,13416,0,39872,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5289,432161,311859,411100,13416,1998936,986919,1012017,487390,633262,565310,234304,78670,902791,869276,118190,108679,13%
,Groningen,4893,452379,340179,510,379,339290,49041,38559,37688,21952,28297,39569,93631,20743,4960,0,1706,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273,90579,80824,161497,4960,576668,286495,290173,128303,199377,158649,66054,24285,283223,222795,37960,32690,4%
,Limburg,7818,871664,635606,962,754,633890,98163,169814,101312,29566,33284,81930,98862,3975,8429,0,400,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,272907,135476,214076,8429,1122701,556598,566103,235915,334398,349680,154717,47991,464847,505884,81279,70691,8%
,Noord-Brabant,13743,1861367,1371576,2126,1307,1368143,287483,238185,221959,89594,75610,183720,220265,13842,14868,0,5178,0,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10223,541069,326861,479595,14868,2444158,1219904,1224254,572763,789467,698839,294724,88365,1089833,1070013,156029,128283,16%
,Noord-Holland,12320,1976806,1493104,3461,1353,1488290,349972,201629,133339,132263,127605,125049,351739,21866,24165,0,3398,0,0,0,0,0,0,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8441,563440,289407,604393,24165,2669084,1313687,1355397,613896,930220,735563,286445,102960,1333642,996112,211611,127719,17%
,Overijssel,5588,851426,652347,947,544,650856,109685,81775,132669,38171,34887,60448,124432,40248,5664,0,16337,0,0,0,0,0,0,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3431,211228,211807,219767,5664,1130345,564960,565385,283884,371708,301516,129866,43371,515501,493057,60214,61573,7%
,Total,430,12524152,9442977,18147,8829,9416001,1929575,1454493,1281886,654167,628096,924696,1848805,305094,122317,0,163581,0,0,0,0,0,0,10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52937,3600586,2251618,3401597,122317,16574989,8203476,8371513,3928334,5489552,4618775,1890334,647994,7701812,6875088,1131144,866945,109%
,Utrecht,6450,912434,723759,1137,698,721924,167652,90392,86569,66745,63903,51312,130668,33099,8753,0,15925,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3097,277066,187249,245883,8753,1220910,596784,624126,302545,435164,318773,121228,43200,604479,484155,77207,55069,8%
,Zeeland,3376,288818,221744,313,154,221277,38738,33141,36085,9526,10698,20393,38549,9469,3045,0,18990,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621,92490,55306,69640,3045,381409,189184,192225,87999,111805,110808,51133,19664,155152,176653,26230,23374,3%
,Zuid-Holland,16264,2634280,1952126,5595,2068,1944463,436436,328118,217532,144844,124051,159076,361817,70277,28957,0,53247,0,0,0,0,0,0,2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10557,828358,435048,644944,28957,3505611,1729071,1776540,830709,1205143,949835,379064,140860,1664559,1397931,263752,179369,23%
2012,Drenthe,1898,381999,293568,484,353,292731,69382,24212,28551,17162,5352,26696,95938,12410,4389,3962,2000,0,0,0,0,0,0,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95594,58849,127986,8351,490807,243134,247673,114278,136798,146602,69617,23512,206715,221404,32190,30498,3%
,Flevoland,1298,283489,204953,514,336,204103,58525,25319,13132,11825,3408,16896,47514,9484,4034,4323,7246,0,0,0,0,0,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91090,35293,67818,8357,395525,197783,197742,110421,136003,107900,31842,9359,193583,158875,29961,13106,2%
,Fryslân,5426,499189,384661,707,542,383412,76273,28071,53004,19690,6660,36602,126995,18673,6006,4392,3455,0,0,0,0,0,0,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107799,92403,170257,10398,647214,323495,323719,155371,194681,182529,85924,28709,295339,274191,41327,36357,4%
,Gelderland,11465,1541586,1186331,2094,1508,1182729,303623,101133,113369,90379,28516,114093,287328,48447,20087,19039,47269,0,0,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452025,255185,429937,39126,2010745,992668,1018077,480621,620584,573751,252238,83551,912518,865435,124224,108568,13%
,Groningen,4757,455015,343682,665,605,342412,58715,24362,26354,25932,9577,40015,120926,19860,6804,3938,2568,0,0,0,0,0,0,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85645,73433,170518,10742,580875,288754,292121,126717,198815,159036,71322,24985,288985,220361,39348,32181,4%
,Limburg,7394,876234,619358,1302,1641,616415,139676,109210,59595,38934,11305,88503,134588,3263,11120,13334,589,0,0,0,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249475,103622,234396,24454,1123075,556888,566187,227985,327032,352065,163943,52050,469556,497846,84757,70916,8%
,Noord-Brabant,5235,1885588,1369885,2695,2449,1364741,392416,150583,123921,106856,24692,188133,292908,12451,21202,32912,6370,0,0,0,0,0,0,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549369,247377,505733,54114,2463686,1229968,1233718,565493,775823,710009,315966,96395,1107577,1063297,162968,129844,16%
,Noord-Holland,10720,2008757,1499796,4033,2731,1493032,437620,129822,83458,154232,46519,124680,403808,20659,38770,32276,5003,0,0,0,0,0,0,5861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572445,264210,575007,71046,2709822,1333811,1376011,614187,929857,748755,309673,107350,1369574,996981,216746,126521,18%
,Overijssel,5430,861588,658744,1271,1065,656408,151354,53434,89760,43152,11451,61267,161862,40419,8534,9780,19761,0,0,0,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224549,175264,234580,18314,1137668,568764,568904,281302,365146,306684,138157,46379,521751,491504,63032,61381,8%
,Total,418,12689810,9462223,20984,17004,9424235,2504948,950263,801620,757091,219896,909853,2340750,294586,182162,177631,196780,0,0,0,0,0,0,30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651991,1883897,3470499,359793,16730348,8282871,8447477,3894754,5430446,4688780,2030353,686015,7841334,6851016,1172208,865790,111%
,Utrecht,6130,927767,727523,1400,1240,724883,214681,57301,53756,78857,25964,47587,163201,32162,13998,11638,19441,0,0,0,0,0,0,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291423,167181,236752,25636,1237117,605032,632085,303387,431224,326078,130884,45544,616882,485274,79719,55242,8%
,Zeeland,3292,290047,219335,402,318,218615,53011,21785,20933,10684,3425,20003,49520,9190,3847,3591,20675,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95471,41325,72948,7438,381407,189181,192226,86232,108858,110699,55158,20460,155484,175381,27197,23345,3%
,Zuid-Holland,15535,2665653,1951320,5352,3847,1942121,549192,224956,135359,158947,42959,145180,455530,67451,43307,38393,62392,0,0,0,0,0,0,7012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836540,368769,643669,81700,3552407,1753393,1799014,828760,1205625,964672,405629,147721,1703370,1400467,270739,177831,23%
2017,Drenthe,2,385263,317404,610,352,316442,61555,40798,45692,32412,24546,37744,27129,14449,8107,11178,2460,900,5744,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110557,93316,90319,19285,491792,243998,247794,109851,125794,148664,80911,26572,210575,214015,36968,30234,3%
,Flevoland,3,292745,233294,791,431,232072,47998,34047,24740,23243,18438,18743,11873,10998,7399,8930,9072,4971,4985,0,0,0,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96102,60082,54025,16329,407818,204138,203680,107647,131545,116275,41896,10455,201378,159595,33233,13612,3%
,Fryslân,4,503111,415012,796,572,413644,70323,46494,78348,40024,34559,45944,34672,21168,11969,11961,3880,914,7537,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128234,140830,116089,23930,646874,324048,322826,148427,180630,186163,100137,31517,300182,263545,47004,36143,4%
,Gelderland,5,1586168,1315900,2902,1590,1311408,274181,153836,182226,156571,115349,119125,71264,58582,37728,36638,53160,18029,19123,0,0,0,0,3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500300,400846,323767,74366,2047901,1014717,1033184,466163,595518,592200,299181,94839,944420,852715,142359,108407,14%
,Groningen,6,457906,372142,760,560,370822,51477,41689,42889,46674,44073,51643,30814,22107,13451,10389,2771,1755,5942,0,0,0,0,1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101879,113336,128285,23840,583581,291291,292290,121353,192789,159856,82952,26631,299345,209920,43236,31080,4%
,Limburg,7,872475,683413,1835,1331,680247,121813,133224,101630,71864,46334,92857,27511,4404,19838,31003,859,7381,13721,0,0,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269617,179563,174083,50841,1117546,555049,562497,213102,308774,346439,188625,60606,480487,472629,93529,70901,8%
,Noord-Brabant,8,1923617,1546550,4009,2581,1539960,368854,224060,207116,180227,120014,187988,64685,17776,40129,51552,7613,25777,24293,0,0,0,0,4652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624820,409771,398464,91681,2512531,1257518,1255013,547219,753277,727269,369887,114879,1157627,1037824,184676,132404,17%
,Noord-Holland,9,2063757,1689724,6651,2561,1680512,389823,181222,135118,249509,206435,118629,114949,30503,74556,52148,6029,49834,32996,0,0,0,0,7329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610070,422459,489847,126704,2809483,1386465,1423018,612774,933422,777325,370559,115403,1463920,988154,233206,124203,18%
,Overijssel,10,874423,730312,1853,907,727552,135760,84386,144223,77333,50604,66753,40025,43578,15497,18510,21852,10627,10632,0,0,0,0,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252630,267339,168009,34007,1147687,575428,572259,273458,344016,318324,159835,52054,534175,479811,72495,61206,8%
,Total,11,12988563,10572338,31582,15918,10524838,2238351,1372941,1305217,1288794,960685,955633,599692,356376,335511,327494,218978,216241,187388,0,0,0,0,35530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4017658,2985917,2732251,663005,17081507,8475102,8606405,3817173,5280519,4824155,2395385,764275,8201061,6718468,1302258,859720,113%
,Utrecht,12,960520,814510,2173,968,811369,184071,81286,86895,124167,94721,45867,42149,40064,27286,18427,21238,22179,12502,0,0,0,0,2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299097,254033,204916,45713,1284504,630345,654159,306098,425196,345580,157194,50436,654925,485308,88810,55461,8%
,Zeeland,13,289800,235525,500,442,234583,46244,31302,31563,19021,14554,22299,13203,10692,6808,8162,22382,1579,4067,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103995,61900,51635,14970,381568,189337,192231,82482,101979,111045,64191,21871,157891,170401,30373,22903,3%
,Zuid-Holland,14,2764061,2215100,8657,3572,2202871,485836,320456,223986,266880,190759,147856,121179,81955,72625,68551,67650,72279,45801,0,0,0,0,7861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919743,580682,532073,141176,3650222,1802768,1847454,828599,1187579,995015,480017,159012,1796136,1384551,296369,173166,24%
2021,Drenthe,0,375815,300299,481,432,299386,60379,37536,32207,38396,12003,23056,26333,13713,9913,3273,2303,932,16784,4095,6203,6179,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123205,88411,62898,19365,493682,245475,248207,105111,125853,147433,87069,28216,213134,210977,39426,30145,
,Flevoland,0,307056,231605,534,476,230595,48696,28008,18272,27805,9979,13148,11061,9629,8302,2737,9451,5654,16072,3800,6081,1992,4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108308,59506,44153,13031,423021,211643,211378,107744,137451,118043,48399,11384,210979,163133,34886,14023,
,Fryslân,0,600957,487762,788,743,486231,90353,51008,68044,61858,19728,31914,40190,23058,17640,3929,5421,1648,33515,7866,10024,10642,1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190321,160826,94773,32211,649957,325951,324006,143983,179908,185293,106750,34023,304248,260373,49492,35844,
,Gelderland,0,1618657,1309852,2147,1951,1305754,287432,131507,135398,186660,68338,74372,70523,60577,47468,11846,53525,17036,58795,27566,28019,19990,5442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559278,410201,235711,79304,2085952,1035459,1050493,458390,607674,593788,323978,102122,971032,854496,151569,108855,
,Groningen,0,244486,183525,291,338,182896,29382,25570,19307,18327,6572,20296,17411,11018,5652,2017,1840,1090,11484,1850,3079,4606,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71355,50502,45704,12275,585866,292444,293422,117318,194172,157641,89005,27730,304390,206067,44934,30475,
,Limburg,0,862826,654208,1624,1305,651279,135929,111646,71901,82117,26665,49726,45594,4623,22722,9139,762,6665,42182,10133,12768,5392,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303287,168774,130327,37253,1117201,555327,561874,205026,310617,334713,200634,66211,487219,462411,96920,70651,
,Noord-Brabant,0,2011756,1559379,2776,2500,1554103,394542,175093,152492,241896,75382,118841,75752,22874,53621,18236,7769,22774,74018,38089,33642,12770,6723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685064,455351,299472,84627,2562955,1284686,1278269,538715,774617,728961,394763,125899,1199422,1034011,195372,134150,
,Noord-Holland,0,2037283,1616275,4656,2938,1608681,343027,143996,107179,297644,105393,86044,98793,27776,83429,15600,5049,47360,73610,55832,37847,8292,34246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603529,488431,371836,107321,2879527,1423303,1456224,611737,963842,783695,396273,123980,1519664,997317,239186,123360,
,Overijssel,0,988668,801722,1409,1165,799148,160563,83264,124350,98003,32016,46130,43379,45123,21558,6544,22717,9781,40118,15209,16186,20299,2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322848,282685,133518,48401,1162406,583756,578650,267455,347415,320432,171135,55969,547362,476564,77364,61116,
,Total,0,12285957,9644859,21221,15984,9607654,2113874,1039884,864463,1464738,504537,576267,553039,305964,377683,99957,192514,201419,482390,236799,230161,83957,84997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4058823,2871964,1920259,561597,17407585,8648031,8759554,3775257,5403489,4836284,2570467,822088,8474556,6713002,1361007,859020,
,Utrecht,0,953261,784213,1309,1187,781717,166518,61510,63869,145636,56032,31180,37873,39096,32713,6320,21515,22478,27889,27903,16702,3417,7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294134,276504,154659,42450,1354834,666413,688421,315375,447283,360577,175526,56073,696600,505661,94803,57770,
,Zeeland,0,863511,646924,2080,986,643858,137209,67687,47713,98489,40384,32258,36984,17568,27670,6724,23949,22185,30335,16081,13117,3700,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272297,179851,137430,38094,383488,190435,193053,80200,101875,109975,68124,23314,160450,168492,31700,22846,
,Zuid-Holland,0,2410349,1870817,4535,3128,1863154,420407,206323,148081,265910,84061,95432,92525,76032,68553,20136,60930,53597,97706,43584,62679,6977,17681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848045,533607,343296,95666,3708696,1833139,1875557,824203,1212782,995733,508811,167167,1860056,1373500,305355,169785,
