RegioNaam;RegioCode;AmsterdamseCode;OuderRegioNaam;OuderRegioCode;Kiesgerechtigden;Opkomst;OngeldigeStemmen;BlancoStemmen;GeldigeStemmen;Rooms-Katholieke Staatspartij (RKSP);Sociaal-Democratische Arbeiderspartij (SDAP);Anti-Revolutionaire Partij;Christelijk-Historische Unie;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);Staatkundig Gereformeerde Partij (SGP);Middenpartij voor Stad en Land;CPN (De Visser);HGSP;Plattelandersbond;CPN (Wijnkoop);Rooms-Katholieke Volkspartij (RKVP);Revolutionair-Socialistische Partij;Federatief Verband;Christelijk-Democratische Unie;Democratische Partij;Kleine Winkeliers en Middenstanders;Nationale Boerenbond;Verbond van Nationalisten;Roomsch-Katholieke Boerenpartij (RKBP);Sociaal-Democratische Volkspartij;Algemene Welvaartspartij;Christelijke Arbeiderspartij;Lijst Van Nunen;Hoofd- en handarbeiders;Sociaal-Economische Volkspartij;Invalidenpartij;Lijst Verwey;Volkspartij;Anti-stemdwangpartij;Algemeen Belang;Neutrale Volkspartij;Lijst Siedenburg;Vrije Christelijke Partij;Internationale Volkspartij
Ulestraten;G0979;11220;Limburg;P31;496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulrum;G0045;10180;Groningen;P20;2068;1873;23;;1850;2;412;947;220;138;71;3;6;8;;7;4;3;7;12;2;5;;3;;;;;;;;;;;;;;;;;
Urk;G0184;10783;Noord-Holland;P27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urmond;G0980;10700;Limburg;P31;819;782;29;7;746;695;8;3;19;;4;;8;1;;2;;;3;;;1;;1;;1;;;;;;;;;;;;;;;
Ursem;G0452;10696;Noord-Holland;P27;;581;;;581;414;53;6;5;21;67;2;2;2;1;;2;2;;2;;2;;;;;;;;;;;;;;;;;;;
Usquert;G0046;11035;Groningen;P20;991;940;1;5;934;18;621;39;37;131;39;;6;6;;7;6;;8;5;4;5;;2;;;;;;;;;;;;;;;;;
Utingeradeel;G0095;10140;Fryslân;P21;2827;2560;86;;2474;22;1017;217;384;110;469;16;7;10;15;125;21;;15;;20;17;;9;;;;;;;;;;;;;;;;;
Utrecht;G0344;10722;Utrecht;P26;79745;73699;4052;;69647;17989;20460;8092;6737;5867;4215;1323;878;547;872;92;201;909;119;271;328;44;399;140;59;;36;;69;;;;;;;;;;;;
Vaals;G0981;10007;Limburg;P31;3195;2783;;;2783;2285;329;14;19;1;15;5;14;40;2;3;5;13;13;;2;;;;1;19;3;;;;;;;;;;;;;;
Valburg;G0283;11071;Gelderland;P25;3083;2745;;;2745;981;183;305;667;146;23;142;21;1;100;30;4;3;7;10;10;100;2;6;;;;;;;;;;4;;;;;;;
Valkenburg (Li);G1252;11077;Limburg;P31;990;1126;18;23;1085;789;92;12;16;47;50;5;17;7;1;1;4;24;6;;4;2;;;;6;2;;;;;;;;;;;;;;
Valkenburg (ZH);G0619;10028;Zuid-Holland;P28;424;399;12;;387;21;21;66;179;4;6;16;4;;64;;;;3;;;2;;;;;;;;;;1;;;;;;;;;
Valkenswaard;G0858;11031;Noord-Brabant;P30;2711;2537;;;2537;2113;299;16;28;10;8;2;23;;;4;;15;7;3;;5;;1;1;;;;;2;;;;;;;;;;;
Varik;G0284;11064;Gelderland;P25;636;515;11;14;490;119;59;8;147;82;6;13;2;1;;21;1;2;1;5;1;14;;2;1;;;;;;;;;5;;;;;;;
Veen;G0859;10015;Noord-Brabant;P30;445;344;;;344;2;34;43;6;9;4;49;;;177;3;1;2;;;;1;;1;10;1;;;;1;;;;;;;;;;;
Veendam;G0047;11292;Groningen;P20;6874;6172;164;;6008;366;3026;602;480;379;646;15;20;10;4;298;14;17;32;23;38;6;;17;15;;;;;;;;;;;;;;;;
Veenendaal;G0345;11052;Utrecht;P26;3656;3472;161;;3311;60;376;1862;207;33;83;385;30;10;3;6;3;;1;3;5;1;3;8;2;;1;;229;;;;;;;;;;;;
Veere;G0717;10369;Zeeland;P29;;437;;;437;;38;178;86;42;61;29;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;
Veghel;G0860;10985;Noord-Brabant;P30;3514;3270;;;3270;3096;29;7;17;14;19;2;30;;;4;3;20;13;4;;3;1;2;;3;;;;3;;;;;;;;;;;
Veldhoven;G0861;10071;Noord-Brabant;P30;2737;2682;;;2682;2557;32;9;38;5;5;;16;1;;1;4;5;4;;;1;1;;;2;;;;1;;;;;;;;;;;
Veldhuizen;G1207;10713;Utrecht;P26;281;264;2;;262;138;8;29;80;3;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Velp;G1208;10170;Noord-Brabant;P30;377;348;;;348;345;1;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;
Velsen;G0453;10620;Noord-Holland;P27;13134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venhuizen;G0454;10433;Noord-Holland;P27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venlo;G0983;10477;Limburg;P31;10395;9805;327;;9478;7718;1112;95;67;104;67;12;68;21;4;7;14;87;38;;5;6;;3;15;26;9;;;;;;;;;;;;;;
Venray;G0984;11222;Limburg;P31;4398;4117;;;4117;3995;25;3;7;1;3;;27;2;2;1;5;10;5;;;;;;;31;;;;;;;;;;;;;;;
Vessem, Wintelre en Knegsel;G0862;11414;Noord-Brabant;P30;650;625;;;625;622;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Veur;G1209;10366;Zuid-Holland;P28;1456;1365;11;18;1336;913;99;65;108;51;23;8;7;4;41;5;;2;3;4;1;2;;;;;;;;;;;;;;;;;;;
Vianen;G0620;10887;Utrecht;P26;1725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vierlingsbeek;G0863;10066;Noord-Brabant;P30;842;814;;;814;771;6;;12;3;1;;4;;2;1;;11;2;;;;;;;1;;;;;;;;;;;;;;;
Vierpolders;G0621;11056;Zuid-Holland;P28;450;411;4;5;402;2;133;17;24;56;20;;;3;;125;14;1;;;;;3;2;2;;;;;;;;;;;;;;;;
Vinkeveen en Waverveen;G0346;11048;Utrecht;P26;1994;1879;60;;1819;1036;27;254;165;49;11;124;10;2;117;5;;9;;4;;1;;4;;;;;1;;;;;;;;;;;;
Vlaardingen;G0622;10811;Zuid-Holland;P28;13100;11583;;;11583;1113;2989;2176;3126;887;291;667;38;11;92;18;14;22;46;40;;31;6;9;7;;;;;;;;;;;;;;;;
Vlaardinger-Ambacht;G1210;10790;Zuid-Holland;P28;982;959;8;14;937;199;181;114;306;34;21;56;1;1;6;8;1;1;1;1;;2;;3;1;;;;;;;;;;;;;;;;
Vlagtwedde;G0048;11249;Groningen;P20;6209;5364;237;;5127;618;1830;608;601;125;733;8;9;28;42;332;26;22;30;8;72;2;;10;23;;;;;;;;;;;;;;;;
Vledder;G0132;11120;Drenthe;P22;1258;1069;;;1069;70;470;123;42;42;186;3;5;9;28;26;9;5;17;9;5;2;;9;9;;;;;;;;;;;;;;;;
Vleuten;G1211;10658;Utrecht;P26;1305;1193;33;;1160;610;43;103;296;40;18;11;8;3;10;10;2;1;;1;1;;;3;;;;;;;;;;;;;;;;;
Vlieland;G0096;10211;Fryslân;P21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlijmen;G0864;11293;Noord-Brabant;P30;2084;1757;19;6;1732;1645;19;7;13;4;13;;14;;1;4;1;5;2;;;1;;;2;1;;;;;;;;;;;;;;;
Vlissingen;G0718;10270;Zeeland;P29;11300;10265;638;;9627;1027;3043;1437;1600;606;1096;152;61;95;19;20;35;22;153;197;34;13;;17;;;;;;;;;;;;;;;;;
Vlist;G0623;11174;Zuid-Holland;P28;216;193;;;193;41;6;67;9;35;5;16;3;2;1;8;;;;;;;;;;;;;;;;;;;;;;;;;
Vlodrop;G0985;10644;Limburg;P31;542;518;;;518;495;8;;3;;3;;4;;;;;;;;;;;;;5;;;;;;;;;;;;;;;
Voerendaal;G0986;11341;Limburg;P31;1616;1480;;;1480;1343;66;2;7;1;2;2;13;11;;2;2;4;9;;;;;;;13;3;;;;;;;;;;;;;;
Voorburg;G0624;11103;Zuid-Holland;P28;8731;7790;;;7790;2501;1222;672;963;1049;687;42;105;54;194;14;17;37;;208;25;;;;;;;;;;;;;;;;;;;;
Voorhout;G0625;10017;Zuid-Holland;P28;1138;1088;7;3;1078;902;16;40;102;4;3;1;1;;1;1;;2;3;;1;;;;;;;;;;;1;;;;;;;;;
Voorschoten;G0626;10537;Zuid-Holland;P28;2335;2184;69;;2115;743;215;363;428;153;71;46;11;2;27;12;4;3;7;12;9;5;;;4;;;;;;;;;;;;;;;;
Voorst;G0285;10912;Gelderland;P25;6956;6460;143;;6317;1444;1294;287;986;554;1331;83;56;7;22;136;34;;23;28;8;8;1;;4;;;7;4;;;;;;;;;;;;
Vorden;G0286;10957;Gelderland;P25;2171;2069;67;;2002;244;248;462;452;401;95;17;8;7;3;18;7;;8;8;7;6;1;3;3;;;2;2;;;;;;;;;;;;
Vreeland;G1213;10898;Utrecht;P26;429;404;14;;390;43;67;80;96;24;6;43;13;2;;9;1;2;;;2;1;1;;;;;;;;;;;;;;;;;;
Vreeswijk;G0348;10441;Utrecht;P26;1488;1233;71;;1162;440;153;172;295;17;22;37;7;1;5;1;1;2;1;;3;2;;2;1;;;;;;;;;;;;;;;;
Vries;G0133;10630;Drenthe;P22;2660;2469;37;46;2386;5;789;187;73;45;414;4;6;23;12;731;7;6;9;15;11;19;;14;16;;;;;;;;;;;;;;;;
Vriezenveen;G0186;10643;Overijssel;P23;3726;3471;74;75;3322;270;488;325;1542;57;41;367;10;9;43;26;54;1;19;5;44;5;;9;7;;;;;;;;;;;;;;;;
Vrouwenpolder;G1214;10635;Zeeland;P29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vught;G0865;11224;Noord-Brabant;P30;3922;3553;;;3553;3055;152;25;45;45;85;1;34;;1;1;3;65;12;8;;6;1;;4;;;;;10;;;;;;;;;;;
Vuren;G0287;11376;Gelderland;P25;899;777;;;777;1;246;131;222;16;21;18;;4;10;92;2;;1;2;2;1;3;1;2;;;;;;;;;2;;;;;;;
Waalre;G0866;10959;Noord-Brabant;P30;1416;1363;;;1363;1277;24;7;5;7;11;;12;6;1;;;6;2;;;2;1;;;2;;;;;;;;;;;;;;;
Waalwijk;G0867;11359;Noord-Brabant;P30;4779;4445;;;4445;3466;268;69;330;17;62;16;17;;7;9;3;29;15;4;;116;1;7;4;1;;;;4;;;;;;;;;;;
Waarde;G0721;10082;Zeeland;P29;494;392;;;392;;19;25;137;20;57;125;;;1;1;;1;1;;4;;;1;;;;;;;;;;;;;;;;;
Waardenburg;G0288;10238;Gelderland;P25;756;620;;;620;7;63;15;244;46;5;176;4;3;2;22;2;1;;2;3;1;;;;;;;;;;;;24;;;;;;;
Waarder;G1217;10830;Zuid-Holland;P28;452;403;27;;376;8;8;172;115;;;53;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;
Waddinxveen;G0627;10081;Zuid-Holland;P28;3193;2879;;;2879;451;557;512;564;119;128;400;18;6;16;96;6;;;3;3;;;;;;;;;;;;;;;;;;;;
Wadenoijen;G1218;10201;Gelderland;P25;1006;852;;;852;101;219;35;84;253;23;45;4;;5;37;1;1;1;2;;37;1;1;;;;;;;;;;2;;;;;;;
Wageningen;G0289;11010;Gelderland;P25;;5841;;;5841;941;1479;555;1045;423;380;376;92;345;61;7;37;;13;26;19;14;6;2;6;;;6;8;;;;;;;;;;;;
Wamel;G0290;10042;Gelderland;P25;2948;2684;;;2684;2440;42;6;125;18;9;9;11;;;3;3;6;;;2;4;;;1;;;;;;;;;5;;;;;;;
Wanneperveen;G0187;10105;Overijssel;P23;781;714;;;714;4;86;148;286;23;95;40;2;1;3;11;2;1;2;4;3;;;2;1;;;;;;;;;;;;;;;;
Wanroij;G0868;10265;Noord-Brabant;P30;646;621;4;;617;609;1;1;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;
Wanssum;G0987;10991;Limburg;P31;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Warder;G0455;11073;Noord-Holland;P27;317;306;5;;301;;66;1;2;38;111;;1;;1;68;2;1;;1;1;6;2;;;;;;;;;;;;;;;;;;
Warffum;G0049;10498;Groningen;P20;1228;1142;19;;1123;1;505;299;51;142;97;1;1;1;3;8;1;;6;3;1;1;;1;1;;;;;;;;;;;;;;;;
Warmenhuizen;G0456;10221;Noord-Holland;P27;1063;999;;;999;557;85;62;2;13;241;4;4;1;;8;2;8;1;2;2;3;2;1;;;;;;;;;;;;1;;;;;
Warmond;G0628;10204;Zuid-Holland;P28;1204;1151;22;;1129;737;51;42;176;40;29;13;22;;3;1;3;2;4;3;1;;;;2;;;;;;;;;;;;;;;;
Warnsveld;G0291;10838;Gelderland;P25;1911;1818;44;;1774;196;381;316;475;289;41;9;2;20;;8;11;;3;6;4;5;2;1;1;;;2;2;;;;;;;;;;;;
Waspik;G0869;10402;Noord-Brabant;P30;1736;1315;;;1315;1054;16;21;130;18;8;35;5;;5;7;3;7;2;;;2;1;;;1;;;;;;;;;;;;;;;
